date,010000Food & Non-Alcoholic Beverages,010106Apples Dessert Per Kg,010106Bananas Per Kg,010101Breakfast Cereal 1,010101Breakfast Cereal 2,010104Cheddar Home Produced Per Kg,010202Cola Flavoured Drink 2 Ltr Btl,010101Dry Spaghetti Or Pasta 500G,010107Fresh Veg Onions Per Kg,010107Fresh Veg Tomatoes Per Kg,010202Fresh_Chilled Orange Juice 1L,010202Fruit Juice Not Orange 1L,010106Grapes Per Kg,010101Plain Biscuits 200-300G,010107Potatoes New Per Kg,010107Potatoes Old White Per Kg,010104Shop Milk Whole Milk 4Pt_2Ltr,010104Shop Milk Semi Skimmed,010105Spreadable Butter 40-70% Butter,010106Strawberries Per Kg Or Punnet,010201Tea Bags 1 Packet Of 80 (250G),010101White Sliced Loaf Branded 800G,010101Wholemeal Sliced Loaf Branded,010104Yoghurt Small Individual,"010104Yoghurt_Fromage 4-6Pk, 50-125G",020000Alcoholic Beverages,020102Apple Cider 500-750Ml 4.5-5.5%,020103Bitter 4 Cans 440-500Ml,020101Brandy 68-70 Cl Bottle,020103Lager 4 Bottles Premium,020102Red Wine European 75Cl,020101Rum White Bottle,020101Vodka 70 Cl Bottle,020101Whisky 70 Cl Bottle,020102White Wine European 75Cl
02/06/2014,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
09/06/2014,100.48,100.04,100,99.5,100.26,98.69,101.44,99.17,100.83,100.28,101.88,100.76,100,99.82,100,100.58,99.72,99.69,100.05,101.96,100.65,100.07,100.33,99.91,105.73,99.84,100.12,100.18,99.67,100.06,99.76,100.42,99.74,99.41,99.5
16/06/2014,99.66,100.13,100,98.25,100.21,98.46,101.19,100.35,99.78,99.82,102.13,100.91,97.97,99.94,93.29,96.66,99.64,99.63,100.04,98.91,100.5,99.7,100.34,99.91,106.79,99.68,100.81,99.97,99.9,99.92,99.23,99.58,98.98,101.46,98.41
23/06/2014,99.27,95.92,105.13,96.91,98.82,97.83,100.29,100.29,99.41,99.7,100.27,101,96.15,100.7,90.36,94.93,99.36,99.64,99.59,98.04,100.19,99.79,100.6,98.41,107.77,99.67,101.16,99.69,99.54,99.41,99.18,99.66,99.02,101.67,98.18
30/06/2014,99.95,95.23,110.51,96.52,98.4,96.62,99.93,100.3,101.53,100.62,100.27,101.01,97.15,100.93,90.36,98.72,99.15,99.64,99.2,98.51,100.32,99.98,100.67,97.09,107.68,99.57,101.36,99.57,99.68,99.38,98.68,99.79,99.19,101.84,97.48
07/07/2014,99.66,100.13,110.51,98.74,100.07,96.92,99.9,100.4,101.49,100.27,98.79,100.1,95.17,101.22,90.36,96.74,97.19,98.18,98.62,98.22,101.75,99.48,100.22,96.85,107.68,99.55,101.69,99.99,101.47,99.38,98.11,98.73,99.24,103.97,97.98
14/07/2014,99.78,99.35,110.51,99.57,100.29,99.45,100.5,100.56,99.43,99.94,99.95,99.96,94.83,101.34,93.02,95.11,98.12,98.38,97.93,98.54,101.8,99.28,99.8,99.76,108.39,99.82,100.69,100.16,101.9,98.16,98.16,98.5,99.08,104.62,98.41
21/07/2014,99.38,99.15,110.51,98.57,98.85,99.07,101.72,100.9,100.65,100.04,98.95,98.45,94.97,101.22,75.98,94.78,100.07,99.39,96.78,98.35,100.95,99.7,99.65,101.07,108.79,101.6,99.96,100.66,102.22,98.4,101.7,101.8,99.18,105.51,101.65
28/07/2014,99.51,99.1,110.51,98.2,99.18,99.02,101.22,100.61,100.63,101.06,98.75,98.03,94.48,100.92,79.37,95.84,100.14,99.45,96.92,98.35,100.41,99.61,100.06,101.06,109.11,101.39,100.94,101.17,101.82,99.67,101.48,101.72,98.67,105.19,101.44
04/08/2014,99.65,99.06,110.51,97.85,97.58,97.72,99.38,98.19,100.61,101.43,97.73,97.82,94.05,100.86,100,96.3,100.15,99.8,99.14,98.63,99.9,99.45,99.97,101.06,108.37,100.7,100.82,101.12,101.62,99.77,100.2,101.18,98.2,104.77,100.13
11/08/2014,99.37,99.06,110.51,97.57,97.16,96.2,99.18,97.01,101.4,100.83,99.94,101.07,94.25,100.93,79.37,98.28,99.99,99.73,99.06,95.63,99.83,98.69,100.26,100.92,109.07,100.7,100.54,99.87,101.56,99.33,100.7,100.98,99.14,104.79,100.42
18/08/2014,99.66,99.06,110.51,98.65,99.75,96.07,99.44,99.43,101.4,100.63,100.44,101.63,93.94,101.24,79.37,98.28,99.96,99.68,98.82,94.08,101.85,98.56,100.31,100.9,108.94,100.02,99.53,99.34,101.32,98.95,99.5,100.08,98.42,104.29,99.41
25/08/2014,98.76,99.06,110.51,97.08,98.02,97.91,98.73,99.26,100.14,101,100.51,100.44,94.37,101.29,77.79,97.23,99.52,99.29,98.56,96.5,99.03,99.22,100.16,100.9,91.28,100.04,99.2,99.64,101.15,98.52,98.48,100.75,98.09,103.14,99.03
01/09/2014,98.51,99.06,110.51,97.6,97.66,98.72,98.81,99.35,99.93,101.2,101.14,100.24,94.7,101.42,73.68,96.84,98.06,97.38,97.92,101.76,98.58,98.31,98.58,100.9,87.44,99.89,100.77,100.36,100.47,99.81,98.25,100.76,97.85,101.99,98.64
08/09/2014,98.45,99.19,107.79,101.25,98.23,98.33,100.3,99.24,100.05,101.1,100.59,99.25,92.34,101.45,73.68,97.25,97.68,96.84,97.67,104.87,98.67,97.25,97.81,100.91,86.64,99.04,100.78,100.33,99.85,100.32,96.97,100.11,96.67,101.21,97.43
15/09/2014,98.78,97.17,107.79,101.26,97.96,95.97,99.59,97.78,99.96,100.86,97.29,96.88,92.27,101.44,77.83,97.32,98.51,98.61,99.45,110.23,99.74,97.56,98.37,98.81,93.85,98.78,99.85,100.39,100.36,99.92,96.98,100.43,96.45,100.98,96.89
22/09/2014,99,96.58,110.51,103.97,96.64,94.83,99.18,97.18,99.19,100.82,95.06,94.42,95.49,101.52,73.03,97.8,98.9,99.22,99.96,107.58,100.38,98.41,99.62,97.5,103.62,99.99,99.94,100.36,102.01,98.91,99.91,101.75,98.61,101.67,99.41
29/09/2014,99.18,96.58,105.13,102.75,97.1,94.78,98.5,97.74,99.03,100.82,94.31,94.29,95.34,101.54,73.03,97.62,98.8,99.64,99.82,117.7,101.31,99.02,100.04,97.5,103.46,99.72,101.06,99.87,102.53,98.42,99.63,101.36,99.77,100.85,99.64
06/10/2014,98.77,96.58,100,99.28,96.8,93.72,98.04,98.23,99.98,99.8,97.02,96.36,95.49,101.53,73.03,97.9,98.37,98.8,98.43,123.42,101.87,99.21,94.06,99.64,98.6,99.63,100.5,99.88,101.78,97.51,99.25,101.33,100.01,101.24,99.26
13/10/2014,99.04,96.52,100,99.1,97.65,92.47,98.23,98.2,99.86,99.62,97.7,97.07,96.07,101.53,73.03,97.87,97.96,98.45,97.66,133.63,101.77,98.26,92.63,100.1,95.8,99.91,99.99,99.94,100.94,97.83,99.51,100.96,99.61,102.83,99.12
20/10/2014,99.94,96.96,100,101.36,100.79,92.4,98.21,98.61,98.92,99.79,97.53,97.02,96.49,101.16,73.03,95.16,98.43,98.74,97.38,158.74,100.97,97.63,92.11,100.02,90.94,99.42,100.76,99.47,100.62,98.11,98.8,100.56,98.99,102.94,98.22
27/10/2014,100.5,96.88,100,104.55,101.47,93.31,96.71,98.44,99.46,99.83,96.51,98.06,96.73,100.91,73.03,94.88,99.58,99.69,97.92,162.02,100.04,97.48,92.12,100.02,97.32,98.77,100.59,99.07,101.21,97.63,98.47,100.13,97.07,101.55,97.68
03/11/2014,100.74,96.74,100,105.23,101.58,94.31,97.03,98.48,100.55,97.99,95.34,98.51,97.33,100.9,73.03,93.19,99.47,99.86,97.93,164.77,99.89,97.25,95.18,100.02,102.22,98.24,100.54,98.5,100.7,97.25,98.51,98.47,95.21,100.58,97.66
10/11/2014,101.19,96.74,100,105.26,101.6,94.04,96.79,98.49,100.75,97.99,95.32,98.52,99.35,101.35,80,93.44,99.45,99.64,97.99,166.86,100.71,97.11,98.07,100.02,103.02,97.87,100.59,97.65,100.11,96.41,98.38,98.07,94.95,100.57,97.74
17/11/2014,101.12,96.96,100,104.38,100.98,93.03,96.14,91,101.61,98.1,98.48,100.04,101.35,101.74,80,95.59,99.39,99.63,96.97,159.09,99.82,97.52,98.33,100.02,103.02,97.94,99.75,97.27,98.79,95.61,98.33,96.9,95.5,100.19,98.4
24/11/2014,101.51,96.96,100,104.22,100.78,93.5,96.04,88.25,103.97,97.36,99.6,100.7,110.68,102.41,80,94.57,97.62,97.88,96.33,164.22,99.66,97.07,98.32,100.13,103.02,98.2,99.93,97.58,98.67,95.61,98.68,97.44,96.38,99.83,98.6
01/12/2014,101.09,96.96,100,103.19,99.48,93.83,96.59,88.88,100.69,96.11,99.59,100.64,111.08,101.94,80,93.47,97.28,97.71,96.63,168.18,96.5,96.95,98.32,100.27,103.02,97.55,100.23,97.38,97.69,95.89,97.93,96.82,95.33,98.45,98
08/12/2014,100.76,96.96,100,101.41,99.26,93.12,94.07,90.15,99.32,94.6,97.67,93.51,112.13,101.13,100,93.03,99.12,100,97.59,168.18,93.99,96.66,98.32,100.27,103.83,96.5,99.78,97.8,97.52,95.64,97.01,96.29,93.99,96.65,97.16
15/12/2014,100.66,96.96,100,101.53,99.49,93.09,93.76,89.87,103.47,96.03,96.78,93.51,108.28,101.41,100,91.83,99.79,100,97.13,163.28,93.92,97.23,98.83,100.26,103.95,96.45,98.14,98.25,97.25,95.2,96.04,96.93,94.52,97.47,96.74
22/12/2014,100.82,96.39,100,102.49,99.36,93.55,95.54,89.8,104.34,95.89,96.79,93.51,107.85,101.46,100,92.02,99.83,100,96.99,161.35,94,97.69,99.38,102.35,103.95,96.16,98.43,97.43,97.12,95.01,95.94,96.86,94.21,96.66,96.93
29/12/2014,100.02,96.39,100,100.58,99.48,100.74,103.12,99.67,98.77,101.73,100.13,100,98.68,100.65,100,100.48,99.6,100,100,100,103.96,99.74,99.36,100,88.69,101.07,97.99,100.27,100.7,94.74,101.32,100.92,101.9,102.11,100.78
05/01/2015,99.09,100.37,100,100.85,97.7,100.64,102.59,98.2,98.63,98.55,99.3,99.74,96.03,101.36,100,101.27,99.4,100,99.48,98.37,105.89,98.5,97.35,99.8,78.3,102.22,100.31,99.53,102.48,100.66,103.11,103.59,105.49,105.97,101.55
12/01/2015,98.33,100.22,100,99.87,97.25,100.32,102.84,97.77,97.17,97.75,98.45,99.7,92.45,101.46,100,100.74,99.09,100,99.45,97.69,105.36,91.49,96.25,99.74,77.66,102.49,100.77,98.78,103.75,99.89,103.21,105.35,106.82,108.34,101.41
19/01/2015,97.93,100,100,98.21,100.34,100.09,100.29,98.38,96.41,97.72,98.08,99.25,89.94,100.31,100,99.88,99.4,100,99.53,98.38,105.96,83.38,92.76,99.7,83.02,102.5,100.87,99.02,104.6,99.04,103.32,104.93,106.31,108.54,101.9
26/01/2015,98.83,99.37,100,98.19,100.72,99.75,99.45,98.05,98.91,103.82,97.71,99.67,89.55,99.88,100,99.44,99.31,99.64,99.24,98.73,106.16,83.58,92.89,99.54,96.12,103.01,101,100.33,104.11,98.61,102.95,105.13,105.45,108.65,101.62
02/02/2015,99.26,99.98,96.46,98.65,100.3,99.9,99.36,98.09,97.82,105.84,97.69,99.67,89.9,99.9,100,99.94,99.11,99.1,99.21,94.09,106.71,90.61,94.96,99.53,106.22,103.06,101.87,100.76,104.19,100.66,102.34,105.07,105.14,108.56,100.72
09/02/2015,99.32,99.92,95.38,98.2,100.84,98.55,103.53,98.84,96.64,105.29,98.56,99.16,88.77,100.56,100,102.47,99.11,99.1,99.12,87.51,106.88,95.47,93.83,99.83,104.1,102.9,101.92,100.65,104.7,101.39,102.16,104.66,105.58,108.49,100.45
16/02/2015,99.35,100.76,95.38,97.63,101.32,97.68,104.92,101.98,97.3,105.35,99.07,99.12,88.39,101.11,100,103.52,99.11,99.1,99.06,85.58,106.78,95.63,94.16,100.06,101.44,102.81,101.47,100.63,104.42,101.16,102.33,103.98,105.68,107.4,100.79
23/02/2015,99.62,100.26,95.38,97.65,101.47,97.89,105.01,105.61,96.85,105.23,99.07,99.2,87.46,101.13,100,103.4,99.1,99.1,99.05,92.55,106.83,95.63,94.01,100.06,101.62,102.81,101.91,100.35,104.05,101.21,102.62,103.37,105.29,107.19,101.09
02/03/2015,98.76,100.18,95.38,96.99,100.77,100.35,102.2,104.38,95.81,105.23,95.67,99.13,88.26,101,100,100.81,98.83,99.1,99.03,82.58,107.2,95.41,94.09,99.91,102.84,102.96,102.09,100.33,104.42,101,102.46,102.51,105.46,107.38,101.13
09/03/2015,98.49,99.81,95.38,97.83,101.09,101.48,101.11,101.62,95.67,105.29,94.92,99.27,88.39,101.06,100,100.39,98.78,99.1,99.31,76.49,107.33,95.37,94.09,99.81,102.54,102.49,101.83,96.86,104.62,101.67,102.6,103.33,105.73,107.75,101.23
16/03/2015,98.47,99.99,93.89,96.15,99.85,101.13,101.64,101.22,96.96,105.77,93.72,99.33,88.87,101.16,100,102.62,98.9,99.1,99.56,76.49,106.99,95.58,94.16,99.79,101.88,102.1,101.11,93.59,104.62,99.78,103.34,103.6,105.69,107.87,101.73
23/03/2015,98.58,100.32,95.38,97.68,100.66,100.41,101.18,103.86,96.7,105.32,95.45,99.33,88.95,100.19,100,103.58,97.43,99.1,99.68,71.54,109.12,95.61,94.38,99.77,103.13,102.07,99.95,92.43,104.39,98.49,102.77,102.93,106.12,107.77,101.26
30/03/2015,98.69,100.48,95.38,100.59,102.37,100.16,100.4,104.6,96.07,105.56,95.94,99.33,89.44,99.28,100,101.71,97.44,99.21,99.66,71.54,110.18,94.83,94.27,99.75,103.13,100.03,100.71,91.62,103.53,98.53,100.15,100.64,104.64,106.82,99.03
06/04/2015,98.67,101.64,95.38,98.81,101.8,99.85,100.48,104.72,95.59,105.15,97.58,99.19,89.83,99.18,100,100.48,98.49,99.25,96.77,76.49,111.28,93.42,92.49,99.97,104.17,99.94,97.42,92.13,103.22,97.73,100.39,101.33,103.2,107.09,99.3
13/04/2015,98.75,101.91,93.89,99.63,101.47,98.82,100.82,102.06,96.97,103.85,98.23,99.33,89.83,100.32,100,102.74,98.83,99.25,96.2,76.49,110.06,93.07,91.92,100.06,104.6,100.43,96.99,92.1,103.26,97.57,100.39,101.78,103.09,107.18,98.96
20/04/2015,98.68,102.53,95.38,98.86,101.06,98.97,103.47,101.2,96.72,103.44,98.22,99.19,88.38,100.91,100,103.56,98.82,99.25,96.17,71.54,110.36,92.76,91.54,100.06,104.6,102.18,98.19,96.72,103.65,98.3,101.48,103.36,103.48,108.17,99.77
27/04/2015,98.72,102.86,95.38,98.1,100.4,99.52,104.31,101.18,96.88,102.79,95.87,97.81,88.97,100.82,100,103.7,98.84,99.25,98.5,73.24,109.73,94.05,92.19,100.07,105.38,102.84,102.1,98.97,104.6,100.57,101.6,103.07,104.47,107.62,99.65
04/05/2015,98.68,103.98,93.89,99.09,100.16,99.47,106.44,102.97,96.88,102.71,95.37,97.39,89.62,100.44,100,102.57,98.9,99.25,100.01,73.24,107.88,94.22,92.41,100.07,105.44,102.74,104.12,99.42,104.77,101.34,101.34,103.34,104.63,107.38,99.28
11/05/2015,98.88,104.15,93.89,98.83,99.89,99.36,107.55,103.53,95.41,104.11,97.42,97.63,88.88,100.04,100,102.07,98.9,99.25,100.31,79.28,105.38,93.69,92.16,100.07,105.09,102.4,103.83,99.27,104.32,101.43,101.17,103.64,105.14,106.82,99.1
18/05/2015,98.52,104.33,95.38,97.98,98.92,99.92,107.02,103.24,95.23,103.67,97.25,98.02,93.39,100.13,102.49,101.63,98.48,99.25,99.78,62.68,108.11,93.39,91.04,99.9,108.52,101.98,103.21,98.8,103.9,101.36,101.05,103.48,105.02,105.94,98.97
25/05/2015,98,104.47,95.38,98.66,99.91,100.09,102.45,101.33,95.79,103.67,97.26,98.07,95.9,100.6,103.12,102.61,98.08,99.2,99.5,63.98,108.64,93.33,90.09,100.25,92.35,101.54,102.02,98.67,103.84,100.69,101.41,103.5,105.16,105.76,98.95
01/06/2015,98.69,104.13,95.38,98.93,100.08,100.26,101.05,100.22,96.09,103.67,97.47,97.48,98.48,100.45,102.49,102.73,98.05,98.96,99.5,64.73,107.01,93.33,90.91,100.34,110.7,101.5,101.05,98.9,103.88,100.47,101.58,102.96,105.11,104.42,98.74
08/06/2015,97.89,104.21,95.38,98.99,100.12,99.49,100.08,100.22,93.97,103.25,96.83,97.56,92.39,99.98,102.49,101.89,98.56,98.96,98.28,64.73,104.99,93.41,92.2,99.24,106.89,101.18,102.23,99.17,103.44,100.94,101.48,102.7,105.79,102.6,98.19
15/06/2015,98.12,103.34,95.38,98.74,99.61,99.37,103,102.25,93.77,103.27,96.53,97.61,92.18,99.38,102.49,102.26,98.74,98.96,97.98,64.73,107.23,93.32,92.77,98.74,108.39,101.29,102.97,99.13,103.38,100.33,101.51,102.83,106,102.43,98.18
22/06/2015,101.2,103.33,100,97.93,98.36,100.23,104.76,94.07,95.11,109.08,94.98,97.61,89.45,99.42,102.49,102.88,98.52,98.96,98.18,66.67,110.59,94.95,90.84,98.64,171.24,101.62,103.13,97.96,104.97,100.9,100.66,106.14,106.11,107.4,97.84
29/06/2015,101.24,103.53,100,97.93,97.94,101.6,103.81,95.52,99.1,109.11,99.43,97.61,89.78,100.81,100,103.49,97.81,98.96,97.22,66.67,108.91,88.3,87.78,99.61,171.24,101.45,103.11,96.48,105.07,100.29,100.12,106.53,106.11,109.39,98.15
06/07/2015,98.06,103.53,95.38,97.18,96.83,99.99,102.04,100.47,96.12,104.81,98.92,97.61,88.38,101.05,103.85,102.05,97.86,99.03,97.65,63.98,106.8,89.42,89.72,99.22,114.2,102.01,102.79,98.12,104.14,98.83,100.55,103.77,105.28,107.65,98.49
13/07/2015,97.87,103.15,95.38,97.07,95.99,100.08,100.43,97.95,96.12,104.92,98.96,97.53,88.29,101.13,103.85,102.05,97.86,99.03,97.57,63.98,106.25,89.27,89.35,99.22,114.2,102.1,102.33,98.45,104.11,99.76,100.41,103.07,105.81,107.48,98.98
20/07/2015,97.45,103.34,95.38,96.81,95.89,99.28,101.85,98.94,95.31,104.35,97.03,96.65,86.62,101.07,103.07,102.15,98.04,99.03,98.89,63.98,105.66,89.16,89.48,99.4,108.11,101.6,102.01,98.46,103.87,99.96,99.43,102.27,105.32,107.48,98.63
27/07/2015,97.09,105.08,95.38,96.62,97.16,98.63,103.88,101.6,94.97,104.24,95.9,96.46,86.02,100.81,100,102.27,98.18,99.03,99.62,58.93,105.11,89.38,89.14,99.35,104.58,101.61,101.5,98.28,103.69,103.22,99.8,102.28,104.95,107.45,98.79
03/08/2015,97.54,105.23,95.38,96.79,98.43,98.42,105.94,103.35,95.25,104.2,96.02,96.46,85.57,101.21,100,102.41,98.21,99.38,99.48,63.11,105.81,89.31,89.01,99.35,104.58,101.24,101.35,98.4,103.32,104.9,100.33,102.45,104.51,107.88,98
10/08/2015,96.89,104.72,95.38,94.1,95.75,99.42,106.54,102.74,95.69,102.98,94.22,95.15,86.13,101.08,90.26,99.46,97.32,100,98.01,63.98,105.19,88.96,89.05,99.19,110.7,100.93,102.23,100.54,102.64,106.31,100.39,102.9,104.42,107.65,97.97
17/08/2015,96.88,104.63,95.38,95.05,97.47,99.99,104.88,102.96,94.85,102.95,93.95,94.59,85.81,100.58,95.7,98.94,97.16,100,97.19,63.98,104.67,88.98,88.12,98.65,110.91,101.1,100.36,98.6,102.43,104.7,100.63,101.74,104.55,107.28,98
24/08/2015,96.88,103.16,95.38,95.22,97.63,99.83,102.71,100.84,94.85,103.22,96.82,94.59,85.75,100.54,100,98.94,97.16,100,95.27,63.98,104.99,89.11,87.33,97.75,108.77,101.22,100.46,98.85,102.94,102.51,100.4,100.46,105.69,106.85,97.39
31/08/2015,96.86,102.8,95.38,95.45,96.75,99.41,102.91,100.55,94.97,104.42,94.32,95.65,83.24,100.5,100,98.94,97.27,100,96.72,63.98,105.93,89.33,87.67,97.73,109.01,100.58,100.88,98.75,103,104.82,99.1,100.66,105.4,106.5,96.27
07/09/2015,96.65,104.07,95.38,96.07,96.26,98.97,101.39,97.69,94.97,104.75,93.61,96.46,83,94.65,100,98.94,97.55,100.84,98.18,65.43,106.5,89.07,87.38,97.26,109.49,100.02,102.25,98.59,102.87,105.49,97.98,100.25,105.03,106.44,94.93
14/09/2015,96.06,104.43,95.38,94.51,93.56,95.35,98.24,97.01,93.57,104.62,93.93,96.46,82.96,89.9,102.07,102.11,98.63,101.18,99.76,70.59,104,89.35,88.04,98.18,104.84,99.45,101.88,96.89,103.3,105.58,97.17,102.42,103.68,104.89,93.89
21/09/2015,96.46,103.81,95.38,94.72,93.28,95.36,98.68,95.78,94.98,105.61,93.54,97.09,82.26,91.76,102.07,102.65,98.3,101.18,99.9,77.63,103.14,88.42,87.39,98.65,104.63,98.9,101.16,95.95,103.24,101.92,96.74,103.61,103.15,103.89,93.34
28/09/2015,97.34,101.96,95.38,93.52,93.73,96.69,104.3,94.12,96.52,104.74,95.42,97.32,85.31,93.07,102.07,105.68,97.8,101.18,100.03,77.63,103.77,88.3,87.17,98.59,104.98,98.84,99.89,96.33,103.07,101.46,97.31,103.59,103.64,103.81,94.17
05/10/2015,97.69,102.88,93.89,94.96,95.84,97.6,109.13,95.13,95.95,104.96,94.74,99.75,85.31,93.93,100,106.17,97.75,100.21,99.28,77.63,105.37,88.69,87.05,97.54,104.28,98.96,100.13,97.42,103.39,102.53,96.26,103.75,103.94,106.52,93.66
12/10/2015,97.3,99.08,93.89,95.1,97.09,96.82,106.14,97.25,93.82,105.01,95.15,99.75,87.03,93.83,100,105.97,97.75,100.21,96.22,77.63,105.09,88.02,86.79,97.26,103.36,99.43,98.49,96.95,104,102.85,95.38,103.58,103.48,106.9,94.71
19/10/2015,97.42,95.13,93.89,95.8,97.97,96.09,106.59,97.31,93.46,105.01,95.21,99.75,86.34,93.52,100,108.23,97.75,100.21,95.8,78.13,104.96,87.5,86.35,97.59,103,99.61,98.77,97.45,103.86,101.84,95.44,103.63,103.84,106.95,95.02
26/10/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/11/2015,97.41,94.35,95.38,95.36,96.88,94.68,103.54,94.99,93.9,104.92,97.02,86.49,86.64,91.74,102.07,100.57,97.36,101.18,96.19,100,106.16,86.66,86.55,98.49,106.12,98.87,99.08,96.49,102.49,102.47,95.18,101.74,103.49,103.18,94.6
09/11/2015,97.57,97.3,95.38,95.49,97.43,94.87,105.31,95.02,93.9,105.83,96.56,86.49,87.47,92.69,102.07,100.57,97.36,101.18,96.72,100,104.1,86.41,85.9,98.9,104.3,98.47,100.86,96.42,101.98,97.56,95.01,101.02,102.54,102.85,94.36
16/11/2015,97.3,99.53,95.38,94.1,95.65,94.06,104.58,94.69,93.46,105.49,95.15,86.49,87.9,90.75,102.07,102.14,97.36,101.18,95.01,100,104.87,85.77,85.09,98.79,108.11,97.73,100.15,96.42,100.83,97.73,94.44,99.17,99.86,100.44,93.61
23/11/2015,97.01,99.53,95.38,93.04,93.42,90.9,106.92,88.01,93.13,102.82,93.64,86.49,88.03,89.16,102.07,104.27,97.99,101.18,93.55,97.87,105.92,83.71,84.14,99,116.06,96.65,99.54,95.31,100.21,98.16,90.8,98.07,99.19,99.45,90.45
30/11/2015,97.05,100.39,95.38,95.03,93.72,91.19,104.71,87.31,93.29,102.3,93.98,86.49,86.95,89.14,102.07,104.27,98.14,101.18,92.86,97.87,108.83,83.71,84.48,99.16,115.57,96.46,100.17,95.29,100.24,98.09,90.51,97.75,99.15,98.62,90.22
07/12/2015,97.17,100.5,95.38,96.84,94.87,91.7,102.03,87.33,92.84,103.53,94.88,86.49,88.37,87.53,102.07,104.27,98.14,101.18,94.19,97.87,108.29,84.9,84.82,99.46,114.19,94.78,100.2,95.16,98.53,98.07,88.38,94.97,95.46,97.32,90.04
14/12/2015,97.19,100.5,95.38,96.94,94.93,94.76,102.05,87.04,92.67,103.49,95.29,86.49,88.53,85.08,102.07,104.27,98.14,101.18,94.96,96.92,108.16,84.91,84.58,99.49,117.07,94.32,99.43,95.08,98.17,97.16,87.78,94.53,94.87,97.21,89.24
21/12/2015,97.7,97.23,95.38,96.8,95.19,94.68,105.54,85.77,92.67,105.46,95.29,86.49,87.69,85.86,97.11,104.27,98.14,101.18,95.05,96.92,111.83,86.38,85.37,99.49,119.6,93.83,99.13,95.28,98.5,96.91,87.93,95.44,95.41,97.55,89.13
28/12/2015,98.59,97.15,100,95.51,96.48,96.95,98.31,102.4,100.18,100,103,100,101.52,100.95,91.8,98.94,99.39,100,99.66,99.95,92.19,100.34,99.34,99.27,93.43,101.6,98.83,99.15,100.93,96.84,102,102.28,103.32,100.27,101.03
04/01/2016,97.74,100,100,93.34,91.96,96.81,98.83,102.24,100.04,98.76,101.27,100,97.56,104.33,91.8,98.31,97.8,100,99.62,99.95,91.05,100.06,98.64,97.71,90.12,104.32,100.2,98.25,103.78,101.08,103.94,108.74,109.14,109.53,102.03
11/01/2016,97.32,100.3,100,92.57,90.49,96.94,98.11,100.14,100.04,98.78,100.41,100,97.56,104.44,91.8,98.31,97.41,100,100.17,97.78,91.3,98.85,97.67,97.06,88.85,105.35,100.95,98.16,104.58,102.46,104.08,110.03,110.07,112.9,102.4
18/01/2016,97.61,100.3,100,91.66,92.68,96.5,98.45,100.02,100.04,99.74,99.57,100,101.52,103.2,102.16,98.31,99.26,100,101.17,87.65,91.95,99.88,99.7,97.21,87.76,104.92,101.19,97.8,104.33,104.08,104.65,109.32,109.94,110.35,102.9
25/01/2016,98.39,103.99,100,94.11,95.3,97.22,103.27,102.82,100.04,99.46,100.32,100,99.67,103.22,103.11,98.31,99.71,100,101.72,87.11,94.72,99.79,99.68,98.96,88.04,104.73,100.5,98.05,104.32,103.39,104.6,108.13,110.14,109.98,102.89
01/02/2016,99.21,104.52,100,97.73,98.33,98.79,104.17,109.22,100.03,99.88,101.57,100,99.49,102.29,103.11,99.58,98.21,100,100.91,90.31,96.85,99.71,99.34,99.28,88.89,104.71,100.61,98.27,103.11,102.81,104.58,106.23,110.09,109.66,102.66
08/02/2016,99.18,102.82,100,98.04,98.66,99.38,103.18,109.23,100.02,99.94,101.3,100,99.33,102.15,103.11,99.79,98.21,100,100.35,90.31,97.11,99.62,98.58,99.28,88.97,103.9,100.84,98.1,103.67,103.28,102.73,105.46,108.71,109.29,100.9
15/02/2016,98.38,102.95,100,95.92,97.4,98.62,98.05,108.69,99.64,100.29,97.65,100,98.53,102.14,103.11,98.94,98.62,100,99.87,90.31,97.35,98.46,97.36,99.69,89.15,103.8,101.69,98.08,103.48,102.72,102.55,106.98,108.38,109.41,100.61
22/02/2016,98.65,103.65,100,97.7,101.31,96.63,103.84,109.06,99.4,100.29,96.16,100,96.06,103.01,91.8,98.94,98.54,100,100.26,94.32,95.22,97.94,96.58,99.56,87.91,103.26,101.54,97.53,103.63,102.63,102.21,107.02,108.33,108.53,99.71